mssv,namsinh,gioitinh,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8
2B72BF2AXPvAibaEXe9u8ftW5AKWEQjqyfL5EDD8,2001,1,7.22,6.94,6.21,7.81,7.92,7.17,7.58,7.85
2B76A9CEXPvAibaEXe/k5cHhyiupXKT8MC4ImRT8,2001,1,5.99,4.84,5.41,7.15,7.48,5.08,2.32,5.53
2B771E5EXPvAibaEXe8SXrohzbXmSwYDapBNbQoZ,1997,1,7.51,6.42,7.41,7.57,7.23,8.46,8.05,8.1
2B79FCB0XPvAibaEXe++18r4MyQUqnPykZlQeumI,0,-1,8.16,6.07,8.51,7.43,8.01,7.71,6.93,7.13
2B7D0D70XPvAibaEXe8N+uD/a8GbghUgoV20R4fe,2000,1,7.67,8.54,6.94,7.72,7.81,8.29,9.55,8.14
2B8081EFXPvAibaEXe8t2+lY9eHsFsZNbw+e7EWx,1999,1,6.63,7.02,6.65,6.41,4.24,7.15,6.98,7.64
2B825CEBXPvAibaEXe+BUGeEgVnB4J2reWP3zJfy,1996,1,7.49,5.23,5.95,4.03,5.97,6.5,5.77,6.23
2B84933DXPvAibaEXe8C3lblh2dNnhmATfGe0l+C,2001,1,8.57,7.54,6.23,7.45,7.26,7.25,7.71,7.43
2B851037XPvAibaEXe8d+xuL7f/QxDCDwN0oZKPU,2000,1,9.32,8.54,8.17,8.47,7.22,9.03,8.9,8.35
2B890001XPvAibaEXe/GEP39G15BdYeM33SDYYGu,1999,1,5.6,5.9,6.34,6.66,6.71,7.87,7.78,8.26
2B8BC614XPvAibaEXe/uPR0E3TEtQm7Vvb2UfkDr,1998,1,6.5,6.53,7.55,7.55,7.86,7.28,7.44,7.93
2B92FA0BXPvAibaEXe9ZXP7qFXYGxpZZA52DSsGL,0,-1,8.74,2.8,4.87,5.1,4.42,5.96,7.25,6.84
2B99F041XPvAibaEXe8IVQevnJpgRt0w2ccmKwFu,0,-1,6.71,6.1,6.74,6.48,5.92,6.62,6.59,6.73
2B9BAF93XPvAibaEXe+aP8CrMM5f5PDicb+LqToJ,1997,1,7.83,7.74,7.5,7.94,8.08,8.0,8.42,8.7
2B9BB841XPvAibaEXe/7YVAxOsMwOsVlHgtpSb0I,1998,1,6.58,5.46,7.15,6.78,6.77,6.69,7.07,6.75
2BA2D772XPvAibaEXe9ZXP7qFXYGxrRnissfmfkX,0,-1,8.83,9.16,7.62,8.37,8.9,8.35,8.36,8.58
2BB391B8XPvAibaEXe/fvouekn0IRiQy1NFECtr/,0,-1,8.05,7.87,8.28,7.66,7.66,8.35,8.2,8.65
2BB5B148XPvAibaEXe/4bSD/sFWUz4alsXqhHPZy,0,-1,8.56,7.67,7.76,7.35,7.99,8.3,8.23,8.25
2BB89609XPvAibaEXe//eUaw4J38K91T9QIG09mo,1997,1,7.82,8.34,7.68,7.42,6.06,7.41,7.8,7.41
2BBA5161XPvAibaEXe9jjgNhrmbJFKH/Y5P5JUkY,1995,1,5.84,4.47,6.41,5.85,3.58,3.81,6.62,7.41
2BC7123BXPvAibaEXe80CrbkBDr5tbwjvdkWsq+r,2000,1,7.99,6.43,6.97,7.41,7.7,8.03,7.73,7.51
2BCC0FB2XPvAibaEXe9QSg4kScpiF51IxxhcLVa5,2000,1,6.43,5.95,7.18,6.98,7.11,6.07,8.15,7.17
2BCDCB8CXPvAibaEXe9dKITjhF3qTX8u1xEbQLTC,1997,1,7.93,7.17,6.87,7.29,7.08,6.78,7.85,8.8
2BCE9E95XPvAibaEXe8CZDRB45S33PewTfBA7WpB,2000,1,7.36,6.53,7.54,7.61,7.68,8.68,8.57,8.28
2BD1B799XPvAibaEXe/0W4kDBen43widMaJcURvA,2000,1,8.75,8.62,8.83,8.53,8.26,9.31,9.5,9.34
2BD83939XPvAibaEXe8aLAPPdCF+ab5Qir1cOh2E,1999,1,6.31,5.95,7.3,7.38,8.01,7.32,7.22,7.66
2BD8ACBAXPvAibaEXe9fafwYRU+Nps7TCCT3LRtV,1995,1,4.94,4.83,4.21,2.97,4.56,3.76,1.13,1.93
2BDD7658XPvAibaEXe+9uXUaDIzyiJFlOsxUXEvW,1999,1,6.51,6.61,5.21,6.08,6.82,6.17,5.77,6.38
2BEE4E47XPvAibaEXe/mbD1XVEM0x/rwCIMhVeps,2000,1,8.12,8.5,8.17,8.09,9.32,8.66,9.46,9.39
2BF0C07CXPvAibaEXe+DKeI4hPUyRiMfv63U4QAQ,0,-1,6.01,6.51,6.53,6.72,7.31,7.06,6.88,7.5
2BF1E32DXPvAibaEXe+ERYFOhgzk5XM/DdKzqM2v,0,-1,6.93,4.88,4.43,5.62,7.68,6.58,7.06,6.63
2BFFDFDEXPvAibaEXe/sKOWIYAkjtk8m43tWOm+/,2000,1,8.76,7.8,8.16,8.98,8.45,9.06,9.0,9.1
2C048813XPvAibaEXe8c53vaOKMxC6OcYPNvqU2m,1996,1,6.19,3.18,3.49,2.13,5.74,6.02,5.18,3.7
2C064011XPvAibaEXe8k/oM/oyG01uoock+E/YOo,0,-1,7.48,8.43,7.64,6.86,6.82,7.08,6.14,8.38
2C093564XPvAibaEXe8pd25OrRS+bSnBwyRMfwuw,1998,0,8.02,7.81,7.91,7.92,7.9,7.74,8.2,8.5
2C1D63B5XPvAibaEXe+h1r+uCFoIjzfdFEEHaeGO,0,-1,7.38,8.53,8.26,8.42,9.19,8.56,8.78,8.8
2C1E5813XPvAibaEXe9B2tolTZ0JLkhCMZJn7MWU,0,-1,8.56,8.48,7.68,8.5,8.72,8.82,8.63,6.47
2C2BF258XPvAibaEXe8NqWy7BE2q55aWag7cl6eR,0,-1,7.04,6.11,5.6,7.2,6.69,6.51,6.94,6.7
2C2D5C8AXPvAibaEXe/ceziXFRXnLdnZSuGNUQeB,1999,1,4.08,4.49,3.64,2.94,6.83,4.77,6.02,6.98
2C312957XPvAibaEXe9iBRrLJjO8db8uuGBKOnXN,1996,1,5.03,5.19,6.02,4.81,4.39,6.42,6.89,6.61
2C352CF8XPvAibaEXe/Lh6v1XxTKJd0Eyi88h1Ic,1995,1,3.03,4.7,3.57,0.1,0.64,2.03,5.56,2.32
2C379B39XPvAibaEXe+TFgEDwYNnvSCTBlVUKxPt,1995,1,6.08,6.23,6.5,6.09,7.41,7.77,8.34,7.89
2C5316FBXPvAibaEXe+BtCfEJ0s2+t+IIKypUjD4,0,-1,8.18,5.97,4.33,2.47,5.44,4.15,4.42,5.3
2C538E51XPvAibaEXe+9v37KcInSIYKf+wLDWnLy,2000,1,7.75,8.34,8.03,8.74,8.51,8.36,8.77,8.95
2C5ACFD5XPvAibaEXe+43HJfrfERJBKn5Utcp9fJ,2000,1,6.85,6.74,6.11,7.39,6.57,9.17,8.31,8.25
2C5DF343XPvAibaEXe/t9ok6w7D83VwP2yqGEpnp,1997,1,6.72,6.75,5.63,7.14,6.18,7.15,7.09,5.12
2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,1995,1,4.72,3.95,4.32,3.69,3.49,2.35,1.48,3.99
2C6871F9XPvAibaEXe+kaKwPBw23VjKH5MU0eBUS,1996,1,7.32,7.51,7.56,6.8,7.05,7.18,8.08,8.12
2C965FDAXPvAibaEXe/KzUC9/fyuEq0ntU7Dmo+2,0,-1,6.84,5.63,7.34,5.85,5.43,5.59,6.21,5.63
2C9E3006XPvAibaEXe+1j/AqdkpM2yVDjmi0fdgL,1995,1,6.55,4.84,7.02,6.59,7.69,7.88,7.33,7.94
2CA5878CXPvAibaEXe917PYvJ9Jl7Qom5OVGL12W,1996,1,6.15,7.37,6.61,6.44,7.78,7.12,7.78,6.59
2CA947ACXPvAibaEXe/pmLsWv14ojMyU+5ticpUd,1999,1,7.84,6.96,6.75,6.48,6.42,7.98,7.99,7.01
2CAE8597XPvAibaEXe8Lp0YaxzdqUmp6piqfGJXM,1997,1,7.98,8.01,8.4,8.03,7.99,7.55,8.58,7.65
2CAECB6EXPvAibaEXe+k6G3KryMpVPY9GcKTixBG,0,-1,8.08,8.16,7.43,7.38,7.45,8.22,7.58,7.6
2CAFB3D7XPvAibaEXe8oT/p9f7HpvbB1VZUB2zjC,2000,1,8.87,8.52,7.28,8.53,8.51,8.52,8.55,6.63
2CB1F046XPvAibaEXe/Fuy4XnWnIVvhZOz7OItSo,1999,1,6.76,7.06,5.0,7.26,8.25,7.69,7.04,7.77
2CBDE808XPvAibaEXe++18r4MyQUqqN6UbbRroOE,0,-1,8.89,8.56,8.53,7.77,8.46,8.14,8.83,8.66
2CC3FDDFXPvAibaEXe/Nq24Gaz1feXbB6TopRdcU,1999,1,8.7,8.12,6.86,7.16,7.23,7.67,9.3,6.8
2CCAB7A7XPvAibaEXe9G0KjvrV48k2UwNmIatMwc,0,-1,8.71,8.98,9.14,8.24,8.02,8.46,8.63,8.82
2CD0E288XPvAibaEXe9ro8CnHiMdMaAtAHFnF4bZ,0,-1,7.61,6.45,3.66,2.28,1.87,2.81,4.36,3.53
2CD43968XPvAibaEXe/el9TRAKM7gTgeI3yz0NsV,2001,1,2.85,1.29,0.05,1.94,3.09,2.29,4.63,6.87
2CD53DDFXPvAibaEXe/XOPUzjjLegJmvjwWP+GEF,1997,1,8.02,5.17,7.9,6.56,7.15,7.55,5.75,7.25
2CD84F03XPvAibaEXe/yXiKgsgy0sqvjGOUMoCuB,1995,1,4.95,4.05,6.96,5.92,6.47,7.16,5.92,7.16
2CDC93B3XPvAibaEXe8WRY0onvLwvr/d1M6BuKHX,0,-1,9.12,8.29,7.73,7.95,8.52,7.94,8.04,6.78
2CE33A2EXPvAibaEXe+UdHzq6I3zLR6F2C3jS/1u,1995,1,6.09,4.5,6.83,6.31,7.61,6.94,7.76,8.29
2CF0A692XPvAibaEXe9ro8CnHiMdMTlwZW9g58qD,0,-1,7.26,8.75,8.66,8.35,8.66,8.78,8.79,8.56
2CF26D2BXPvAibaEXe9agUz/x4Y2HhZzONqqaBTg,0,-1,8.44,8.82,8.39,8.17,8.29,8.34,7.11,8.96
2CF8078CXPvAibaEXe/8X6gsb95YiB6rrhZFM8Ho,2000,1,7.72,7.2,7.37,7.3,8.1,7.26,8.02,7.46
2CFCDF1EXPvAibaEXe/Ko3VBeq65//lXR4gHnIeg,1996,1,6.79,6.23,6.25,5.84,5.98,6.2,6.53,5.78
2CFFC4A4XPvAibaEXe/UTqPTjBxFVmaKYeKYiNBw,1998,1,6.06,0.41,4.33,5.22,4.72,2.01,3.04,3.72
2D059AE4XPvAibaEXe/SB1IwpeFMKooyR4VxFT41,0,-1,8.12,7.68,8.62,7.93,8.4,7.56,7.4,6.35
2D06736BXPvAibaEXe8TpN+5xw8kQvNd5q8lqCUz,0,-1,7.81,6.47,6.04,4.47,5.02,5.39,6.63,5.76
2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1995,1,4.7,4.48,1.36,0.2,2.44,4.17,0.94,3.38
2D14C10DXPvAibaEXe9XrYsEpevBo9IvzkP6Fz7n,1998,1,5.21,6.4,7.55,7.04,6.95,7.88,8.5,7.98
2D21BD05XPvAibaEXe9gJazs/pDnMS23gPJJ13Ul,2000,1,7.37,7.6,8.43,8.22,8.69,8.03,8.73,7.9
2D28BCD7XPvAibaEXe9QJDM9nE85iI3DOet6BMWl,1995,1,8.35,6.37,6.06,7.09,5.99,6.11,6.26,6.55
2D3156F6XPvAibaEXe/GgxgRg2iezorMtUhwD8m7,2001,1,6.74,6.82,6.88,6.76,6.91,6.75,7.33,6.94
2D377495XPvAibaEXe8jiYzwktGScjnmJFOjiHsk,1998,0,6.56,6.12,6.97,6.49,7.66,6.35,7.51,5.11
2D3B9FF1XPvAibaEXe/UmsX+Yo/cnzfnRtRuVWq8,2001,1,7.48,6.93,6.72,7.68,6.14,7.8,6.96,4.85
2D42C943XPvAibaEXe/NExuU8f5CHyJQuUVKAd5q,1996,1,7.67,6.31,6.44,7.67,5.09,6.41,6.78,5.56
2D45BA9BXPvAibaEXe/nw3DhNQnHf2Fnx9IF55yH,1999,1,5.56,3.25,4.97,5.81,6.7,7.37,6.63,7.99
2D462CD4XPvAibaEXe+9tOqtJ+TlMsuNcrhhMXK5,1999,1,5.93,6.15,6.6,7.09,6.26,7.08,7.95,7.95
2D469F82XPvAibaEXe/YKAlYnC3m9yAnVuerKywR,1995,1,5.36,3.93,4.85,7.11,6.81,6.63,5.41,6.68
2D49AC3CXPvAibaEXe8Cym7B6GX+TjCt0Zgg9NLj,1995,1,7.89,8.27,7.91,8.14,7.55,7.96,6.88,8.14
2D57A854XPvAibaEXe8WdGcsQTF3yDJk01mdVJzW,1996,1,4.02,3.02,5.79,3.65,2.72,2.47,4.51,0.04
2D5C8179XPvAibaEXe/baq/wvVlH/i84B++U9lgu,1999,0,6.03,5.36,6.2,7.02,7.63,7.58,7.12,8.1
2D5E7B70XPvAibaEXe+VfAA12Tmd+6zgybd3J4Ca,2001,1,7.97,7.49,6.27,8.23,7.77,7.56,8.6,7.1
2D5F9317XPvAibaEXe8REVTdmhazkUVyDqtJg//r,2001,1,8.17,8.36,8.13,8.01,8.51,8.86,7.85,8.64
2D62888EXPvAibaEXe9CJmVsz9P34tT9eWJLg/yU,1997,1,8.46,7.98,8.2,8.05,8.11,7.14,7.0,7.77
2D694BC4XPvAibaEXe++P1Ki321T8TsdytVRMCMH,2001,1,1.72,1.21,0.33,1.97,0.87,3.54,6.0,6.87
2D6C4EB6XPvAibaEXe/5n/8z7IorIp1P15hhSw7Z,1998,1,7.96,6.88,7.9,8.59,7.01,7.89,7.91,8.36
2D6E3B9AXPvAibaEXe+NqszRBbPDt/WsaQ0UkhD7,1999,1,6.08,6.4,5.95,2.65,7.38,6.43,5.94,5.13
2D717070XPvAibaEXe/yTqQKv0UsdXLCbnhHHPTz,2000,1,6.32,5.93,6.25,7.59,7.86,8.3,8.01,6.69
2D73D29DXPvAibaEXe8f56j3W7C5xpu9Ayea6tcb,2000,1,2.81,1.33,2.75,0.47,6.72,0.29,5.21,4.74
2D76CEFCXPvAibaEXe+wpuhQQTXxIpCJIf5Bp/vC,0,-1,7.71,8.33,7.4,7.0,6.73,7.65,6.35,7.99
2D780696XPvAibaEXe8zgH8M9OgLpwH/U5Kx1Qtj,0,-1,7.39,7.33,8.93,8.03,8.46,8.17,7.87,8.15
2D7BD4CAXPvAibaEXe8BxOZlGHrYN1ehNV20wOUI,1997,1,6.93,3.6,6.89,6.23,5.14,5.03,5.25,5.03
2D7C801CXPvAibaEXe9Fy2hCq9OiA3HbIsr+o7Wq,1999,1,6.18,7.1,6.97,6.27,4.92,6.18,6.99,7.24
2D7CECE5XPvAibaEXe+JF4o+SEKcGCMQzap69uIQ,1998,1,7.24,7.18,7.34,7.91,5.32,5.93,7.3,7.71
2D80FC7DXPvAibaEXe+Em+qhkpGqwMHg7L8FFKN8,2000,1,6.94,5.74,7.18,7.22,6.97,5.57,5.29,6.16
2D8479A3XPvAibaEXe8v1/72rbobbdOHOOZiIlda,1996,1,5.74,6.29,7.28,7.53,6.78,8.02,7.71,7.64
2D85DBE0XPvAibaEXe/8rx8cZm8QsZ02U06/CFc4,2000,1,6.79,5.89,5.3,7.3,6.76,6.93,8.16,7.45
2D9401D8XPvAibaEXe9wxm0WjsXoKi8Gkvb5OPeR,1998,1,7.15,7.54,6.86,5.06,5.58,5.85,6.14,3.59
2D99E412XPvAibaEXe8VziDgYa0u7pmPv7ThgrVQ,1996,1,8.06,8.36,8.47,8.43,5.95,7.35,6.5,8.02
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,1997,1,4.49,4.99,5.36,5.75,5.5,0.13,3.12,6.84
2DA9FD45XPvAibaEXe+dErJK2QKC6aYTIS0Fh08i,2001,1,6.15,7.21,6.2,6.98,7.41,5.45,7.16,7.66
2DAA5463XPvAibaEXe9YXJ3+ew7OHFGc2QqzMPf3,1994,1,7.45,5.91,6.79,6.77,5.58,5.31,4.49,5.19
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,1999,1,6.98,7.57,6.79,7.29,6.69,7.94,8.43,7.36
2DB67223XPvAibaEXe+HLUCsScXdBopoJLY5bwAE,0,-1,6.82,7.78,7.04,7.08,6.88,8.1,8.05,7.76
2DB93AA4XPvAibaEXe9QVsCW2codOYTykgcwK6+j,2000,1,9.47,8.87,8.63,8.92,8.97,8.12,8.43,8.67
2DC652AAXPvAibaEXe9OlGtHMCWXlBc1Q51+gGgH,0,-1,8.73,8.8,8.17,7.79,8.54,8.64,8.56,8.87
2DC9578EXPvAibaEXe8k/oM/oyG01pyA/XdawjNn,0,-1,7.06,7.31,8.06,7.33,7.49,7.4,7.47,7.89
2DD375A0XPvAibaEXe+1gerp4wWuf62KwnYHXPlz,2000,1,6.65,5.48,5.2,5.4,5.75,4.18,3.2,0.57
2DD3E6DFXPvAibaEXe/nw3DhNQnHf1lQPxyt3uHK,1999,1,8.4,7.99,8.02,7.7,7.76,7.95,8.41,8.4
2E003F59XPvAibaEXe9spJK2tF1F791rz0fBiOSO,2000,1,3.61,6.3,4.77,4.68,4.6,6.78,7.77,4.54
2E033D0AXPvAibaEXe/aBnKnu1smn5tNxC1rXgdm,0,-1,7.2,7.34,7.44,7.63,8.05,8.23,7.88,6.45
2E04DBD2XPvAibaEXe9tdh69VvZt1ySnCfGdLRM0,1996,1,6.53,6.36,6.44,6.24,6.4,7.03,7.38,6.38
2E051ED6XPvAibaEXe9PDEhlfOA/z8nHYt0v55Og,1997,1,9.15,6.82,8.13,7.5,7.0,8.48,8.36,8.4
2E07F1CAXPvAibaEXe+Ld0pn52sW0HzLr8Nu7o1k,0,-1,7.51,6.69,6.52,5.54,5.74,6.28,3.34,5.84
2E094578XPvAibaEXe/a4DMmDlc8UB3GbbG4Q0zX,2000,1,7.11,7.62,6.81,6.7,5.98,6.3,8.07,8.5
2E0BC7EAXPvAibaEXe8qgRlcblbl2hBtD1TgWK6U,1999,1,6.56,6.74,6.17,6.31,4.52,6.25,5.41,8.04
2E10FDCEXPvAibaEXe+heDAQ/Ar4Cv3oPJBmzKHD,0,-1,7.94,8.08,8.53,8.28,8.14,8.99,7.71,8.76
2E197B0CXPvAibaEXe8cSwcDAK/pUCSeCgTsw7y9,1999,1,6.3,7.9,6.41,7.27,7.79,5.27,0.65,5.49
2E1DB3C4XPvAibaEXe8t4cDFHKW3SQNQC3LnChLJ,2000,1,7.04,7.08,7.21,8.23,7.3,7.99,7.16,6.45
2E22AF74XPvAibaEXe+ZE1D25ZBslqzeMlpTJS8O,0,-1,7.19,7.07,7.34,6.84,6.93,7.02,7.45,7.32
2E32EBBEXPvAibaEXe+u9g2yz+iQ+BphrCy0Ntjp,0,-1,6.17,7.13,7.6,7.4,7.96,7.85,8.1,8.29
2E3B8659XPvAibaEXe80F7xvyMuvyCs27Ug7hIi4,2001,1,8.54,8.29,8.09,8.75,7.81,8.27,8.6,8.05
2E3E494DXPvAibaEXe8RmfcEIT4UmyRj1eHGlr3N,0,-1,7.12,3.93,0.82,2.12,6.51,5.12,6.39,5.14
2E57754BXPvAibaEXe8ZQB/g2cpypA35AR1mwtPQ,2000,1,7.94,7.62,8.16,8.1,8.23,8.78,9.13,9.03
2E586081XPvAibaEXe/QWjvABg0+vaEpgglr5XB5,1999,1,7.68,6.43,6.87,8.17,6.08,7.74,7.35,7.88
2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,2001,0,9.14,8.76,8.31,8.22,8.39,8.6,6.7,8.78
2E6472D5XPvAibaEXe/TOGeH6x1Blas4lTTms1XY,2001,1,7.25,6.95,6.73,8.3,7.8,7.11,7.63,8.1
2E68F566XPvAibaEXe8/fn01KaU91JuLy/s/WxFu,0,-1,7.73,7.44,7.24,7.4,7.24,8.3,7.55,6.24
2E73D80EXPvAibaEXe/PXWJbNZLssCJ4GolwPu7D,1998,1,6.96,7.17,7.43,7.7,8.02,7.63,8.1,7.71
2E7766A4XPvAibaEXe8cJKtXZaLmvYU52KoCieBc,1998,1,6.14,6.25,6.15,7.2,7.58,7.35,6.13,5.18
2E79AAAFXPvAibaEXe+eVpqlotVS6ds0vfggD7qb,0,-1,6.12,6.93,6.72,7.6,7.51,7.48,7.68,8.06
2E8AF917XPvAibaEXe9/RzYvIG+T/RUwIYXIu6xp,0,-1,2.66,2.7,2.85,5.0,5.12,5.29,5.31,3.68
2E8E0469XPvAibaEXe8jirFZOUkVucmmMDRc5OP9,0,-1,8.82,8.61,8.64,8.52,8.68,8.24,8.56,8.66
2E9326F8XPvAibaEXe/TRCn2Z9uQPnwHsIbcMUsb,0,-1,4.8,4.86,4.35,5.42,4.29,4.6,3.02,4.94
2E9367B1XPvAibaEXe+BHZkA9XgGXaNKZYzSXqCT,1995,1,6.34,3.29,6.57,6.16,2.7,5.59,5.06,4.13
2E949899XPvAibaEXe8LX4hhYKrFZqLdN93hAjtN,1997,1,7.88,5.83,6.39,6.71,7.08,7.93,7.41,6.74
2E94A288XPvAibaEXe9V1gtTDRnQF5UgykIcVYUO,1996,1,6.65,6.28,6.6,7.48,6.37,7.34,7.16,7.15
2EAA1F6CXPvAibaEXe8CWH5HVeMbzkeADzxvh8Qo,2000,1,6.39,6.24,4.99,6.72,4.37,8.47,7.81,7.38
2EAEB066XPvAibaEXe/3wuT/psvviRzJIm6kEp73,1999,1,5.5,7.66,7.34,8.12,7.73,7.73,8.43,8.65
2EB0DB7DXPvAibaEXe/YKN5ysyYL7OUYfbhvGHQT,1995,1,4.89,2.8,2.74,2.75,3.24,1.0,5.16,0.81
2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,2001,1,7.44,6.4,6.6,7.97,8.11,8.0,6.1,7.59
2EB7FA3DXPvAibaEXe+l4bzn3GsI7z7PuCp9IOTT,2000,1,6.49,6.21,6.08,6.46,7.03,7.13,8.16,7.17
2EB80034XPvAibaEXe/8X6gsb95YiHj38qo0I8/f,2000,1,4.13,2.91,4.87,4.15,2.02,5.52,5.41,2.08
2EB908FEXPvAibaEXe/8fhf6rXR0n3w9SBs8TxBt,0,-1,7.81,7.49,7.7,8.51,8.59,8.64,8.09,8.62
2EBE9E84XPvAibaEXe9g/zM5tup2BYODwEO5x8xA,0,-1,7.81,6.48,7.94,7.3,7.78,7.78,8.24,7.33
2EC4AD5AXPvAibaEXe9407zH39wVQ2o0KkOLbeCr,0,-1,4.47,6.99,6.86,6.39,7.07,7.68,7.81,7.77
2EC4B4B2XPvAibaEXe81w9eVvyp+l1AHVojZtwiB,1996,1,2.81,0.1,5.16,4.27,4.06,4.59,5.93,6.47
2ECBA125XPvAibaEXe/3r71QULrjpwU104+eMJna,2001,1,8.55,8.4,8.54,8.35,8.17,8.56,8.92,9.08
2ECE60D7XPvAibaEXe/xn91tBWVNDRazxKklDIHw,2000,1,8.06,6.96,6.76,7.74,7.49,7.15,8.23,7.39
2ED165A9XPvAibaEXe/eRksRS1wGeJQzNqtERAKg,1998,1,6.92,5.06,7.96,8.19,7.77,7.17,6.85,2.64
2ED98D32XPvAibaEXe9S88+OcosOZgcjfkscOc8a,0,-1,8.26,7.86,7.45,6.96,7.26,7.19,6.39,6.05
2EDA9618XPvAibaEXe+sa6H++BHvypHbNgSWdUW+,1997,1,5.74,5.54,6.44,5.75,7.12,7.55,7.23,7.51
2EE120A8XPvAibaEXe+tKlY40ATmdSk7aps/Iq2R,1997,1,1.62,4.76,5.96,5.93,6.33,6.05,7.12,5.49
2EE8EACBXPvAibaEXe/PQrWCRBKWOUgYNGbFx+gp,1998,1,5.27,3.05,5.74,6.41,4.54,1.03,4.09,5.93
2EE9BA53XPvAibaEXe/aBnKnu1smn2ojHUCZJvWu,0,-1,8.58,8.01,7.63,8.07,8.24,8.52,8.34,8.51
2EEE5357XPvAibaEXe8JyzRlwVelI13DSdVNybQo,0,-1,7.99,7.05,7.22,7.86,7.62,7.24,7.63,7.83
2EEEEED6XPvAibaEXe9pz/hgBFL5ILPMfLBTqerZ,1997,1,8.12,5.25,6.84,5.42,6.41,6.87,6.9,6.93
2EF951C1XPvAibaEXe+sV6KMm2RqHsTOM8QwBng8,2000,1,4.83,4.95,5.85,5.66,6.64,6.96,7.75,7.47
2F01DC58XPvAibaEXe+Qnco6wu+o6AZCTIfmuFgq,1996,0,7.71,5.8,7.91,6.6,6.93,7.46,7.43,7.01
2F01F81AXPvAibaEXe96Y2OKPPTIZKNFxSU7S7yw,0,-1,9.27,8.6,7.72,7.94,8.43,7.99,8.2,8.14
2F032953XPvAibaEXe8aLAPPdCF+aRc54eiBIV8i,1999,1,6.48,5.36,6.2,6.93,7.31,7.15,7.59,8.5
2F08E330XPvAibaEXe9KDsVv3cRkMcUAjGGB+quv,1995,0,4.93,4.84,6.48,7.06,7.11,6.94,7.64,8.4
2F08EC9FXPvAibaEXe8n5o9RyAxUM3aBupqFlqra,1999,1,6.79,7.74,6.36,6.87,7.18,7.33,6.53,6.67
2F0B4D9BXPvAibaEXe/W1ZBpbjj8QQpgF1pePiq0,2001,1,7.9,6.93,5.6,5.5,3.13,2.96,4.09,4.23
2F0C4733XPvAibaEXe+MmAntcCanjBGPcdCVOjwi,2000,1,8.83,9.08,8.39,8.5,8.76,9.19,8.75,8.19
2F177E63XPvAibaEXe9pz/hgBFL5IHwVUBkcq6zR,1997,1,8.95,7.34,8.02,7.82,7.98,8.95,8.51,9.3
2F17CEDCXPvAibaEXe+pZU+khqBqyvN1PCgHshvf,1997,1,6.22,5.22,5.21,3.3,1.22,1.26,0.21,2.11
2F1A3A14XPvAibaEXe8P2qR1W0njZcUeCNRNUxxP,0,-1,8.8,8.05,8.65,8.73,8.32,8.79,8.79,9.05
2F1A883FXPvAibaEXe+BHZkA9XgGXZbGp7e/YjsD,1995,1,5.5,1.71,4.61,5.17,5.4,5.58,6.02,6.58
2F237AA9XPvAibaEXe/YKAlYnC3m967dOM4WK2IJ,1995,1,6.14,5.29,5.12,6.8,4.91,5.48,5.12,5.19
2F247262XPvAibaEXe8ooYk4mkUGmHi9xjh/zG8m,1995,1,3.91,2.53,4.85,4.84,6.38,4.02,6.7,7.22
2F29CC38XPvAibaEXe+fmxcqgvribAkqe1pU/1Fv,1992,1,5.69,5.79,6.34,5.78,6.92,6.54,4.75,5.4
2F2AAAD3XPvAibaEXe8qBtIUs9INCxmr4QpjAe8J,1998,0,7.75,7.82,8.11,8.37,7.23,7.74,7.95,7.4
2F3714F6XPvAibaEXe8K0EXumpshI1l0gYWl+XR3,0,-1,7.68,3.9,3.48,2.74,2.61,3.93,4.73,5.96
2F4131B9XPvAibaEXe+LaXEhdAaoNKQXonOJc3ol,2001,1,5.23,4.79,4.95,6.64,6.84,6.39,5.6,6.54
2F4AA886XPvAibaEXe+1exR/9VxBI9T1vUatjQeY,2001,1,5.15,3.81,7.35,7.3,7.75,7.36,6.29,6.9
2F4DBB2EXPvAibaEXe9407zH39wVQ4hgIB0j0K26,0,-1,6.65,8.09,7.91,7.11,8.25,7.98,8.32,7.89
2F4EA7A3XPvAibaEXe/4brcB/U30UtHCSixx1+p1,0,-1,6.05,5.99,6.82,6.46,7.72,7.02,6.46,6.91
2F566283XPvAibaEXe+OQt2grxVQN3WaSPklVrdE,0,-1,7.05,8.25,7.85,7.76,7.09,8.04,7.85,6.58
2F5A8FBAXPvAibaEXe9RV3kg6cpLDB5OjYHTmhOk,1996,0,6.54,6.53,6.35,6.68,6.92,6.31,6.94,6.72
2F5BD724XPvAibaEXe9Y6XKwco8jyXjo0C5N13+r,1999,1,4.87,4.52,5.85,6.52,5.59,4.71,6.76,5.05
2F608A18XPvAibaEXe+qA4yV5f0Y/s0NPyPpgXVa,2001,1,3.59,2.95,5.05,3.72,1.88,3.75,6.44,6.4
